odds,Date,home_team,away_team,Game,Round,Goals,Behinds,Points,Margin,Venue,Opposition,Opposition Goals,Opposition Behinds,Opposition Points,odds_away,Goals_away,Behinds_away,Margin_away
1.648,22/07/2018,Port Adelaide,GWS,15353,18,8,10,58,-22,Adelaide Oval,GWS,11,14,80,2.5452,11,14,22
1.1331,22/07/2018,West Coast,Western Bulldogs,15352,18,14,16,100,54,Perth Stadium,Western Bulldogs,6,10,46,8.2569,6,10,-54
1.7634,27/07/2018,Essendon,Sydney,15354,19,15,19,109,43,Docklands,Sydney,10,6,66,2.3028,10,6,-43
1.792,28/07/2018,Adelaide,Melbourne,15359,19,10,17,77,-13,Adelaide Oval,Melbourne,13,12,90,2.2544,13,12,13
1.1672,28/07/2018,GWS,St Kilda,15357,19,13,8,86,25,Sydney Showground,St Kilda,8,13,61,6.8268,8,13,-25
1.1981,28/07/2018,Geelong,Brisbane,15356,19,18,12,120,42,Kardinia Park,Brisbane,11,12,78,6.1762,11,12,-42
1.3933,28/07/2018,Gold Coast,Carlton,15358,19,5,14,44,-35,Carrara,Carlton,12,7,79,3.5296,12,7,35
1.3794,28/07/2018,Richmond,Collingwood,15355,19,16,9,105,28,M.C.G.,Collingwood,12,5,77,3.5474,12,5,-28
3.1165,29/07/2018,Fremantle,Hawthorn,15362,19,7,11,53,-59,Perth Stadium,Hawthorn,17,10,112,1.4664,17,10,59
1.7354,29/07/2018,North Melbourne,West Coast,15360,19,12,9,81,40,Bellerive Oval,West Coast,6,5,41,2.3493,6,5,-40
4.0144,29/07/2018,Western Bulldogs,Port Adelaide,15361,19,5,4,34,-44,Eureka Stadium,Port Adelaide,11,12,78,1.3307,11,12,44
2.6368,4/08/2018,St Kilda,Western Bulldogs,15226,3,14,20,104,21,Docklands,Essendon,12,11,83,1.8403,12,11,-21
1.528,17/08/2018,Richmond,Essendon,15381,22,12,9,81,8,M.C.G.,Essendon,11,7,73,2.8772,11,7,-8
1.5351,18/08/2018,Collingwood,Port Adelaide,15382,22,17,13,115,51,M.C.G.,Port Adelaide,10,4,64,2.8381,10,4,-51
1.8478,18/08/2018,GWS,Sydney,15384,22,8,12,60,-20,Sydney Showground,Sydney,11,14,80,2.1672,11,14,20
1.0605,18/08/2018,Geelong,Fremantle,15383,22,24,14,158,133,Kardinia Park,Fremantle,3,7,25,17.5108,3,7,-133
4.6538,18/08/2018,Gold Coast,Brisbane,15386,22,11,8,74,-4,Carrara,Brisbane,10,18,78,1.2741,10,18,4
6.3542,18/08/2018,St Kilda,Hawthorn,15385,22,11,10,76,-4,Docklands,Hawthorn,12,8,80,1.1804,12,8,4
1.3882,19/08/2018,Adelaide,North Melbourne,15389,22,12,14,86,9,Adelaide Oval,North Melbourne,11,11,77,3.5448,11,11,-9
4.9601,19/08/2018,Carlton,Western Bulldogs,15387,22,7,7,49,-17,Docklands,Western Bulldogs,10,6,66,1.2528,10,6,17
1.8275,19/08/2018,West Coast,Melbourne,15388,22,14,7,91,-17,Perth Stadium,Melbourne,16,12,108,2.2092,16,12,17
1.653,24/08/2018,Port Adelaide,Essendon,15390,23,13,11,89,-22,Adelaide Oval,Essendon,17,9,111,2.5066,17,9,22
5.3274,25/08/2018,Carlton,Adelaide,15394,23,8,13,61,-104,Docklands,Adelaide,26,9,165,1.2242,26,9,104
6.5927,25/08/2018,Fremantle,Collingwood,15393,23,9,13,67,-9,Perth Stadium,Collingwood,11,10,76,1.1724,11,10,9
1.03,25/08/2018,Geelong,Gold Coast,15391,23,22,10,142,102,Kardinia Park,Gold Coast,5,10,40,37.2188,5,10,-102
1.1171,25/08/2018,Richmond,Western Bulldogs,15392,23,15,8,98,3,M.C.G.,Western Bulldogs,14,11,95,9.2994,14,11,-3
2.2718,25/08/2018,Sydney,Hawthorn,15395,23,10,14,74,-9,S.C.G.,Hawthorn,12,11,83,1.7796,12,11,9
2.3068,26/08/2018,Brisbane,West Coast,15396,23,11,6,72,-26,Gabba,West Coast,14,14,98,1.7548,14,14,26
1.5116,26/08/2018,Melbourne,GWS,15397,23,15,12,102,45,M.C.G.,GWS,8,9,57,2.9379,8,9,-45
3.5178,26/08/2018,St Kilda,North Melbourne,15398,23,14,10,94,-23,Docklands,North Melbourne,17,15,117,1.3936,17,15,23
1.4613,14/09/2018,Hawthorn,Melbourne,15403,25,16,8,104,33,M.C.G.,Hawthorn,10,11,71,3.1164,10,11,-33
1.6434,15/09/2018,Collingwood,GWS,15404,25,9,15,69,10,M.C.G.,GWS,9,5,59,2.539,9,5,-10
3.2443,21/09/2018,Richmond,Collingwood,15405,26,15,7,97,39,M.C.G.,Richmond,8,10,58,1.4405,8,10,-39
1.839,22/09/2018,West Coast,Melbourne,15406,26,18,13,121,66,Perth Stadium,Melbourne,7,13,55,2.184,7,13,-66
