odds,Date,home_team,away_team,Game,Round,Goals,Behinds,Points,Margin,Venue,Opposition,Opposition Goals,Opposition Behinds,Opposition Points,odds_away,Goals_away,Behinds_away,Margin_away
11.9546,30/03/2014,Melbourne,West Coast,14390,2,4,6,30,-93,M.C.G.,West Coast,18,15,123,1.0897,18,15,93
3.5263,30/03/2014,Western Bulldogs,North Melbourne,14391,2,8,6,54,-29,Docklands,North Melbourne,12,11,83,1.3914,12,11,29
1.8142,4/04/2014,Hawthorn,Fremantle,14392,3,21,11,137,58,M.C.G.,Fremantle,11,13,79,2.2058,11,13,-58
1.6431,5/04/2014,Collingwood,Geelong,14435,7,11,15,81,5,M.C.G.,Richmond,12,4,76,1.4231,12,4,-5
1.9268,13/04/2014,Fremantle,Essendon,14409,4,18,5,113,53,Subiaco,Essendon,9,6,60,2.062,9,6,-53
2.4101,13/04/2014,St Kilda,Adelaide,14408,4,7,8,50,-86,Docklands,Adelaide,20,16,136,1.6984,20,16,86
1.4355,13/04/2014,Sydney,North Melbourne,14407,4,6,12,48,-43,S.C.G.,North Melbourne,13,13,91,3.2546,13,13,43
5.0575,17/04/2014,Brisbane,Richmond,14410,5,9,9,63,-43,Gabba,Richmond,15,16,106,1.2419,15,16,43
1.9889,19/04/2014,Collingwood,North Melbourne,14411,5,13,15,93,35,M.C.G.,North Melbourne,8,10,58,1.9974,8,10,-35
1.1455,19/04/2014,Essendon,St Kilda,14413,5,9,11,65,-16,Docklands,St Kilda,11,15,81,7.7079,11,15,16
2.5862,19/04/2014,Sydney,Fremantle,14412,5,13,14,92,17,S.C.G.,Fremantle,11,9,75,1.6263,11,9,-17
1.963,19/04/2014,West Coast,Port Adelaide,14414,5,7,14,56,-14,Subiaco,Port Adelaide,10,10,70,2.0302,10,10,14
1.1574,20/04/2014,Adelaide,GWS,14415,5,21,11,137,65,Adelaide Oval,GWS,10,12,72,7.2492,10,12,-65
3.3621,20/04/2014,Melbourne,Gold Coast,14416,5,11,12,78,-8,M.C.G.,Gold Coast,11,20,86,1.414,11,20,8
1.8434,20/04/2014,Western Bulldogs,Carlton,14417,5,13,13,91,-28,Docklands,Carlton,18,11,119,2.176,18,11,28
2.7258,21/04/2014,Geelong,Hawthorn,14418,5,15,16,106,19,M.C.G.,Hawthorn,12,15,87,1.5721,12,15,-19
1.5828,25/04/2014,Collingwood,Essendon,14419,6,12,11,83,23,M.C.G.,Essendon,8,12,60,2.7,8,12,-23
1.2869,25/04/2014,Fremantle,North Melbourne,14421,6,8,13,61,-13,Subiaco,North Melbourne,10,14,74,4.4188,10,14,13
1.408,25/04/2014,St Kilda,Brisbane,14420,6,11,13,79,-3,Wellington,Brisbane,12,10,82,3.3973,12,10,3
2.1223,26/04/2014,Carlton,West Coast,14423,6,14,8,92,3,Docklands,West Coast,12,17,89,1.8849,12,17,-3
1.2069,26/04/2014,Gold Coast,GWS,14422,6,20,14,134,40,Carrara,GWS,13,16,94,5.6937,13,16,-40
8.23,26/04/2014,Melbourne,Sydney,14424,6,5,8,38,-31,M.C.G.,Sydney,9,15,69,1.1388,9,15,31
2.2254,27/04/2014,Port Adelaide,Geelong,14427,6,16,11,107,40,Adelaide Oval,Geelong,9,13,67,1.7914,9,13,-40
5.7669,27/04/2014,Richmond,Hawthorn,14426,6,7,10,52,-66,M.C.G.,Hawthorn,18,10,118,1.2032,18,10,66
2.5653,27/04/2014,Western Bulldogs,Adelaide,14425,6,12,11,83,-9,Docklands,Adelaide,13,14,92,1.6364,13,14,9
3.0367,15/05/2014,Adelaide,Collingwood,14443,9,10,16,76,21,Adelaide Oval,Collingwood,7,13,55,1.4839,7,13,-21
3.4952,16/05/2014,Essendon,Sydney,14444,9,9,10,64,-50,Docklands,Sydney,18,6,114,1.396,18,6,50
1.8305,17/05/2014,Fremantle,Geelong,14447,9,13,18,96,32,Subiaco,Geelong,9,10,64,2.1964,9,10,-32
1.0752,17/05/2014,North Melbourne,Brisbane,14446,9,17,23,125,87,Docklands,Brisbane,6,2,38,13.9449,6,2,-87
1.2142,17/05/2014,Richmond,Melbourne,14445,9,9,20,74,-17,M.C.G.,Melbourne,14,7,91,5.6637,14,7,17
4.6375,18/05/2014,St Kilda,Gold Coast,14448,9,13,9,87,-38,Docklands,Gold Coast,19,11,125,1.2698,19,11,38
1.6107,23/05/2014,Geelong,North Melbourne,14449,10,16,15,111,20,Kardinia Park,North Melbourne,13,13,91,2.6278,13,13,-20
1.3095,24/05/2014,Collingwood,West Coast,14451,10,17,7,109,8,M.C.G.,West Coast,15,11,101,4.0794,15,11,-8
3.6742,24/05/2014,GWS,Richmond,14450,10,5,11,41,-113,Sydney Showground,Richmond,24,10,154,1.3698,24,10,113
1.6212,24/05/2014,Port Adelaide,Hawthorn,14452,10,15,10,100,14,Adelaide Oval,Hawthorn,13,8,86,2.5957,13,8,-14
2.4639,25/05/2014,Carlton,Adelaide,14454,10,12,9,81,5,M.C.G.,Adelaide,10,16,76,1.6791,10,16,-5
1.2336,25/05/2014,Gold Coast,Western Bulldogs,14453,10,18,11,119,45,Carrara,Western Bulldogs,10,14,74,5.2773,10,14,-45
1.4197,29/05/2014,Sydney,Geelong,14455,11,22,16,148,110,S.C.G.,Geelong,5,8,38,3.3353,5,8,-110
10.4119,30/05/2014,St Kilda,Collingwood,14456,11,8,6,54,-86,Docklands,Collingwood,21,14,140,1.104,21,14,86
3.1245,31/05/2014,Brisbane,Carlton,14458,11,14,14,98,7,Gabba,Carlton,13,13,91,1.4574,13,13,-7
1.7588,31/05/2014,Essendon,Richmond,14459,11,15,14,104,50,M.C.G.,Richmond,7,12,54,2.3023,7,12,-50
7.14,31/05/2014,Melbourne,Port Adelaide,14457,11,11,9,75,-20,Traeger Park,Port Adelaide,14,11,95,1.1521,14,11,20
1.2046,6/06/2014,Geelong,Carlton,14464,12,16,11,107,5,Docklands,Carlton,15,12,102,5.7306,15,12,-5
5.2201,13/06/2014,Carlton,Hawthorn,14473,13,13,12,90,-28,M.C.G.,Hawthorn,18,10,118,1.235,18,10,28
1.9653,14/06/2014,Adelaide,North Melbourne,14477,13,16,13,109,36,Adelaide Oval,North Melbourne,10,13,73,2.0174,10,13,-36
1.4674,14/06/2014,Brisbane,GWS,14478,13,12,8,80,-45,Gabba,GWS,19,11,125,3.1029,19,11,45
3.9707,14/06/2014,Richmond,Fremantle,14474,13,12,13,85,-20,M.C.G.,Fremantle,16,9,105,1.332,16,9,20
1.4694,14/06/2014,Sydney,Port Adelaide,14475,13,14,14,98,4,S.C.G.,Port Adelaide,13,16,94,3.1045,13,16,-4
1.976,14/06/2014,West Coast,Gold Coast,14476,13,15,13,103,3,Subiaco,Gold Coast,15,10,100,1.9898,15,10,-3
1.1367,15/06/2014,Collingwood,Western Bulldogs,14480,13,15,8,98,-8,Docklands,Western Bulldogs,16,10,106,8.1272,16,10,8
1.5126,15/06/2014,Essendon,Melbourne,14481,13,10,17,77,-1,M.C.G.,Melbourne,12,6,78,2.9304,12,6,1
1.0475,15/06/2014,Geelong,St Kilda,14479,13,20,13,133,96,Kardinia Park,St Kilda,5,7,37,21.5243,5,7,-96
4.8259,20/06/2014,Richmond,Sydney,14482,14,7,9,51,-11,M.C.G.,Sydney,9,8,62,1.2567,9,8,11
2.5945,21/06/2014,Essendon,Adelaide,14486,14,15,11,101,9,Docklands,Adelaide,14,8,92,1.6222,14,8,-9
1.0503,21/06/2014,Fremantle,Brisbane,14487,14,15,15,105,83,Subiaco,Brisbane,3,4,22,19.2143,3,4,-83
2.8714,21/06/2014,Gold Coast,Geelong,14485,14,17,16,118,40,Carrara,Geelong,11,12,78,1.5333,11,12,-40
1.4213,21/06/2014,Hawthorn,Collingwood,14484,14,17,13,115,29,M.C.G.,Collingwood,13,8,86,3.3206,13,8,-29
1.1309,21/06/2014,Port Adelaide,Western Bulldogs,14483,14,19,14,128,72,Adelaide Oval,Western Bulldogs,8,8,56,8.5164,8,8,-72
3.7075,22/06/2014,GWS,Carlton,14488,14,15,10,100,8,Sydney Showground,Carlton,14,8,92,1.3669,14,8,-8
4.1929,22/06/2014,Melbourne,North Melbourne,14490,14,10,6,66,-41,M.C.G.,North Melbourne,15,17,107,1.3114,15,17,41
6.4724,22/06/2014,St Kilda,West Coast,14489,14,10,10,70,-33,Docklands,West Coast,15,13,103,1.1783,15,13,33
1.4105,27/06/2014,Geelong,Essendon,14491,15,13,11,89,9,Docklands,Essendon,11,14,80,3.4032,11,14,-9
6.3745,28/06/2014,Brisbane,North Melbourne,14495,15,10,10,70,4,Gabba,North Melbourne,9,12,66,1.1833,9,12,-4
1.2944,28/06/2014,Fremantle,West Coast,14494,15,13,10,88,7,Subiaco,West Coast,11,15,81,4.4473,11,15,-7
1.1801,28/06/2014,Hawthorn,Gold Coast,14492,15,17,14,116,53,York Park,Gold Coast,10,3,63,6.3638,10,3,-53
6.613,28/06/2014,St Kilda,Richmond,14493,15,11,7,73,-44,Docklands,Richmond,18,9,117,1.167,18,9,44
1.0802,28/06/2014,Sydney,GWS,14496,15,15,16,106,46,S.C.G.,GWS,8,12,60,13.4005,8,12,-46
3.2293,29/06/2014,Adelaide,Port Adelaide,14498,15,14,15,99,23,Adelaide Oval,Port Adelaide,10,16,76,1.4449,10,16,-23
1.3324,29/06/2014,Collingwood,Carlton,14499,15,13,13,91,15,M.C.G.,Carlton,11,10,76,3.9978,11,10,-15
1.8099,29/06/2014,Western Bulldogs,Melbourne,14497,15,14,7,91,6,Docklands,Melbourne,13,7,85,2.2223,13,7,-6
3.0011,13/07/2014,Essendon,Collingwood,14516,17,16,7,103,64,M.C.G.,Collingwood,5,9,39,1.4951,5,9,-64
1.0217,13/07/2014,Fremantle,GWS,14517,17,21,10,136,76,Subiaco,GWS,9,6,60,38.9426,9,6,-76
2.698,13/07/2014,Richmond,Port Adelaide,14515,17,19,12,126,20,Docklands,Port Adelaide,16,10,106,1.5841,16,10,-20
4.2891,18/07/2014,Carlton,North Melbourne,14518,18,16,13,109,23,Docklands,North Melbourne,13,8,86,1.3023,13,8,-23
9.2409,19/07/2014,GWS,Geelong,14520,18,12,15,87,-7,Sydney Showground,Geelong,13,16,94,1.1225,13,16,7
18.2633,19/07/2014,St Kilda,Fremantle,14519,18,17,16,118,58,Docklands,Fremantle,9,6,60,1.0529,9,6,-58
1.0894,20/07/2014,Port Adelaide,Melbourne,14521,18,10,12,72,3,Adelaide Oval,Melbourne,10,9,69,12.0848,10,9,-3
3.2497,20/07/2014,Western Bulldogs,Essendon,14522,18,14,10,94,-7,Docklands,Essendon,15,11,101,1.4375,15,11,7
1.7411,25/07/2014,West Coast,Richmond,14523,18,6,6,42,-17,Subiaco,Richmond,8,11,59,2.3207,8,11,17
2.5566,26/07/2014,Brisbane,Gold Coast,14524,18,16,14,110,54,Gabba,Gold Coast,8,8,56,1.6258,8,8,-54
1.9356,26/07/2014,Hawthorn,Sydney,14525,18,15,14,104,10,M.C.G.,Sydney,13,16,94,2.0593,13,16,-10
1.9275,27/07/2014,Collingwood,Adelaide,14526,18,12,10,82,-16,M.C.G.,Adelaide,14,14,98,2.0692,14,14,16
1.1567,31/07/2014,Fremantle,Carlton,14527,19,12,11,83,5,Subiaco,Carlton,11,12,78,7.1599,11,12,-5
2.4498,8/08/2014,Richmond,Essendon,14536,20,14,11,95,18,M.C.G.,Essendon,11,11,77,1.684,11,11,-18
3.1466,15/08/2014,Carlton,Geelong,14545,21,11,10,76,-6,Docklands,Geelong,11,16,82,1.4642,11,16,6
1.5344,16/08/2014,Adelaide,Richmond,14549,21,9,15,69,-10,Adelaide Oval,Richmond,10,19,79,2.8468,10,19,10
1.1724,16/08/2014,Collingwood,Brisbane,14550,21,8,8,56,-67,M.C.G.,Brisbane,18,15,123,6.69,18,15,67
1.6433,16/08/2014,Essendon,West Coast,14548,21,11,11,77,3,Docklands,West Coast,11,8,74,2.5343,11,8,-3
3.821,16/08/2014,Gold Coast,Port Adelaide,14547,21,7,5,47,-9,Carrara,Port Adelaide,7,14,56,1.3496,7,14,9
1.029,16/08/2014,Sydney,St Kilda,14546,21,19,13,127,71,S.C.G.,St Kilda,8,8,56,34.981,8,8,-71
1.9178,17/08/2014,Fremantle,Hawthorn,14553,21,17,8,110,19,Subiaco,Hawthorn,13,13,91,2.0697,13,13,-19
1.5099,17/08/2014,Melbourne,GWS,14552,21,3,16,34,-64,M.C.G.,GWS,15,8,98,2.9885,15,8,64
1.3691,17/08/2014,North Melbourne,Western Bulldogs,14551,21,17,9,111,50,Docklands,Western Bulldogs,8,13,61,3.694,8,13,-50
1.3096,22/08/2014,Port Adelaide,Carlton,14554,22,20,20,140,103,Adelaide Oval,Carlton,5,7,37,4.2152,5,7,-103
1.1814,23/08/2014,Essendon,Gold Coast,14556,22,16,12,108,19,Docklands,Gold Coast,13,11,89,6.2189,13,11,-19
2.4668,23/08/2014,GWS,Collingwood,14557,22,9,13,67,-8,Sydney Showground,Collingwood,11,9,75,1.667,11,9,8
1.5369,23/08/2014,Hawthorn,Geelong,14558,22,14,10,94,23,M.C.G.,Geelong,11,5,71,2.8081,11,5,-23
1.9908,23/08/2014,North Melbourne,Adelaide,14555,22,14,17,101,7,Bellerive Oval,Adelaide,13,16,94,1.9938,13,16,-7
1.0863,23/08/2014,West Coast,Melbourne,14559,22,18,11,119,66,Subiaco,Melbourne,8,5,53,12.3498,8,5,-66
3.868,24/08/2014,Brisbane,Fremantle,14560,22,6,12,48,-58,Gabba,Fremantle,15,16,106,1.3442,15,16,58
1.11,24/08/2014,Richmond,St Kilda,14562,22,15,8,98,26,M.C.G.,St Kilda,10,12,72,9.9861,10,12,-26
6.2573,24/08/2014,Western Bulldogs,Sydney,14561,22,9,13,67,-63,Docklands,Sydney,20,10,130,1.1847,20,10,63
11.2468,29/08/2014,Collingwood,Hawthorn,14563,23,8,8,56,-65,M.C.G.,Hawthorn,18,13,121,1.0968,18,13,65
3.5616,30/08/2014,Carlton,Essendon,14564,23,14,6,90,0,M.C.G.,Essendon,13,12,90,1.3884,13,12,0
1.4584,30/08/2014,Fremantle,Port Adelaide,14565,23,16,9,105,8,Subiaco,Port Adelaide,14,13,97,3.0869,14,13,-8
1.1058,30/08/2014,Geelong,Brisbane,14567,23,21,17,143,62,Kardinia Park,Brisbane,12,9,81,10.1377,12,9,-62
1.1174,30/08/2014,North Melbourne,Melbourne,14568,23,19,9,123,30,Docklands,Melbourne,14,9,93,9.2873,14,9,-30
1.4563,30/08/2014,Sydney,Richmond,14566,23,9,11,65,-3,Stadium Australia,Richmond,10,8,68,3.0736,10,8,3
1.071,31/08/2014,Adelaide,St Kilda,14570,23,22,9,141,79,Adelaide Oval,St Kilda,9,8,62,14.2938,9,8,-79
2.3916,31/08/2014,Gold Coast,West Coast,14569,23,15,9,99,-52,Carrara,West Coast,23,13,151,1.6982,23,13,52
1.248,31/08/2014,Western Bulldogs,GWS,14571,23,15,19,109,-6,Docklands,GWS,18,7,115,4.646,18,7,6
2.4453,13/09/2014,Fremantle,Port Adelaide,14577,25,15,15,105,22,Subiaco,Fremantle,11,17,83,1.6855,11,17,-22
1.2163,19/09/2014,Sydney,North Melbourne,14578,26,19,22,136,71,Stadium Australia,North Melbourne,9,11,65,5.5894,9,11,-71
1.3426,20/09/2014,Hawthorn,Port Adelaide,14579,26,15,7,97,3,M.C.G.,Port Adelaide,13,16,94,3.8832,13,16,-3
2.6538,27/09/2014,Sydney,Hawthorn,14580,27,21,11,137,63,M.C.G.,Sydney,11,8,74,1.5945,11,8,-63
4.5996,5/03/2015,Fremantle,Melbourne,14623,5,6,14,50,-68,M.C.G.,Fremantle,18,10,118,1.275,18,10,68
1.5265,4/04/2015,Brisbane,Collingwood,14584,1,11,8,74,-12,Gabba,Collingwood,12,14,86,2.8959,12,14,12
3.4776,4/04/2015,Melbourne,Gold Coast,14582,1,17,13,115,26,M.C.G.,Gold Coast,13,11,89,1.4019,13,11,-26
1.33,4/04/2015,Sydney,Essendon,14583,1,10,12,72,12,Stadium Australia,Essendon,9,6,60,3.9842,9,6,-12
2.6965,4/04/2015,Western Bulldogs,West Coast,14585,1,14,13,97,10,Docklands,West Coast,14,3,87,1.5921,14,3,-10
1.4114,17/04/2015,Collingwood,St Kilda,14599,3,21,14,140,74,M.C.G.,St Kilda,10,6,66,3.4238,10,6,-74
1.0834,18/04/2015,Adelaide,Melbourne,14601,3,12,8,80,25,Adelaide Oval,Melbourne,7,13,55,13.0013,7,13,-25
3.2005,18/04/2015,Brisbane,Richmond,14604,3,8,10,58,-79,Gabba,Richmond,21,11,137,1.4577,21,11,79
4.0605,18/04/2015,Carlton,Essendon,14600,3,11,18,84,-21,M.C.G.,Essendon,16,9,105,1.3282,16,9,21
2.089,18/04/2015,North Melbourne,Port Adelaide,14603,3,16,9,105,-8,Docklands,Port Adelaide,17,11,113,1.9099,17,11,8
1.1927,18/04/2015,Sydney,GWS,14602,3,16,15,111,21,S.C.G.,GWS,12,18,90,5.8827,12,18,-21
1.1951,19/04/2015,Geelong,Gold Coast,14606,3,16,9,105,9,Kardinia Park,Gold Coast,13,18,96,5.8679,13,18,-9
1.0691,19/04/2015,Hawthorn,Western Bulldogs,14605,3,19,13,127,70,York Park,Western Bulldogs,8,9,57,14.4139,8,9,-70
4.5428,19/04/2015,West Coast,Fremantle,14607,3,12,9,81,-30,Subiaco,Fremantle,17,9,111,1.2762,17,9,30
1.3396,24/04/2015,Richmond,Melbourne,14608,4,6,15,51,-32,M.C.G.,Melbourne,12,11,83,3.9618,12,11,32
1.4549,25/04/2015,Essendon,Collingwood,14610,4,6,13,49,-20,M.C.G.,Collingwood,9,15,69,3.1597,9,15,20
1.6387,25/04/2015,Fremantle,Sydney,14613,4,11,8,74,14,Subiaco,Sydney,8,12,60,2.5577,8,12,-14
1.4291,25/04/2015,GWS,Gold Coast,14611,4,16,23,119,66,Manuka Oval,Gold Coast,7,11,53,3.3207,7,11,-66
2.759,25/04/2015,Port Adelaide,Hawthorn,14612,4,15,9,99,8,Adelaide Oval,Hawthorn,13,13,91,1.5649,13,13,-8
3.3622,25/04/2015,St Kilda,Carlton,14609,4,12,9,81,-40,Wellington,Carlton,18,13,121,1.4209,18,13,40
2.784,26/04/2015,Brisbane,West Coast,14614,4,9,11,65,-53,Gabba,West Coast,17,16,118,1.5662,17,16,53
2.4628,26/04/2015,Geelong,North Melbourne,14615,4,9,13,67,-16,Kardinia Park,North Melbourne,12,11,83,1.682,12,11,16
4.0961,26/04/2015,Western Bulldogs,Adelaide,14616,4,18,17,125,57,Docklands,Adelaide,10,8,68,1.3268,10,8,-57
1.187,9/05/2015,Melbourne,Sydney,14774,23,19,13,127,63,S.C.G.,Gold Coast,9,10,64,5.4376,9,10,-63
3.2758,15/05/2015,Essendon,North Melbourne,14635,7,12,10,82,-11,Docklands,North Melbourne,13,15,93,1.4396,13,15,11
1.2402,16/05/2015,Adelaide,St Kilda,14636,7,18,11,119,46,Adelaide Oval,St Kilda,10,13,73,5.1492,10,13,-46
2.915,16/05/2015,Carlton,GWS,14638,7,9,3,57,-78,Docklands,GWS,19,21,135,1.5258,19,21,78
1.0808,16/05/2015,Hawthorn,Melbourne,14637,7,24,11,155,105,M.C.G.,Melbourne,7,8,50,13.6185,7,8,-105
1.2146,16/05/2015,Sydney,Geelong,14639,7,18,12,120,43,Stadium Australia,Geelong,11,11,77,5.6511,11,11,-43
1.1119,16/05/2015,West Coast,Gold Coast,14640,7,21,9,135,92,Subiaco,Gold Coast,6,7,43,9.8797,6,7,-92
5.3775,17/05/2015,Brisbane,Port Adelaide,14643,7,15,12,102,37,Gabba,Port Adelaide,8,17,65,1.2288,8,17,-37
2.1523,17/05/2015,Richmond,Collingwood,14642,7,16,9,105,5,M.C.G.,Collingwood,15,10,100,1.8714,15,10,-5
4.6284,17/05/2015,Western Bulldogs,Fremantle,14641,7,14,4,88,-13,Docklands,Fremantle,15,11,101,1.2786,15,11,13
1.2395,22/05/2015,Geelong,Carlton,14644,8,22,8,140,77,Docklands,Carlton,9,9,63,5.1271,9,9,-77
1.2007,23/05/2015,Fremantle,North Melbourne,14649,8,17,13,115,73,Subiaco,North Melbourne,5,12,42,5.9572,5,12,-73
1.5882,23/05/2015,GWS,Adelaide,14646,8,16,12,108,24,Sydney Showground,Adelaide,12,12,84,2.6982,12,12,-24
4.2872,23/05/2015,Gold Coast,Collingwood,14647,8,9,9,63,-69,Carrara,Collingwood,20,12,132,1.288,20,12,69
1.5226,23/05/2015,Hawthorn,Sydney,14648,8,9,15,69,-4,M.C.G.,Sydney,11,7,73,2.911,11,7,4
6.7724,23/05/2015,St Kilda,West Coast,14645,8,12,6,78,-53,Docklands,West Coast,20,11,131,1.1719,20,11,53
1.2411,24/05/2015,Essendon,Brisbane,14650,8,21,10,136,58,Docklands,Brisbane,12,6,78,5.1146,12,6,-58
3.569,24/05/2015,Melbourne,Western Bulldogs,14651,8,15,13,103,39,M.C.G.,Western Bulldogs,9,10,64,1.3876,9,10,-39
1.4084,24/05/2015,Port Adelaide,Richmond,14652,8,5,13,43,-33,Adelaide Oval,Richmond,11,10,76,3.4044,11,10,33
1.0412,29/05/2015,Sydney,Carlton,14653,9,19,8,122,60,S.C.G.,Carlton,9,8,62,23.9672,9,8,-60
4.0238,30/05/2015,Adelaide,Fremantle,14658,9,7,15,57,-11,Adelaide Oval,Fremantle,10,8,68,1.329,10,8,11
1.0303,30/05/2015,Hawthorn,Gold Coast,14654,9,14,9,93,53,York Park,Gold Coast,6,4,40,30.7448,6,4,-53
2.9919,30/05/2015,Melbourne,Port Adelaide,14655,9,8,6,54,-61,Traeger Park,Port Adelaide,18,7,115,1.4969,18,7,61
1.8807,30/05/2015,Richmond,Essendon,14657,9,10,12,72,13,M.C.G.,Essendon,8,11,59,2.1057,8,11,-13
2.991,30/05/2015,Western Bulldogs,GWS,14656,9,16,17,113,45,Docklands,GWS,11,2,68,1.5027,11,2,-45
1.6939,31/05/2015,Brisbane,St Kilda,14659,9,13,8,86,-22,Gabba,St Kilda,16,12,108,2.3858,16,12,22
1.9217,31/05/2015,Collingwood,North Melbourne,14660,9,17,10,112,17,M.C.G.,North Melbourne,14,11,95,2.0798,14,11,-17
1.5544,31/05/2015,West Coast,Geelong,14661,9,16,24,120,56,Subiaco,Geelong,10,4,64,2.7839,10,4,-56
3.6677,6/06/2015,Carlton,Adelaide,14663,10,14,6,90,-9,M.C.G.,Adelaide,14,15,99,1.373,14,15,9
2.093,6/06/2015,Essendon,Geelong,14665,10,7,11,53,-69,Docklands,Geelong,19,8,122,1.9058,19,8,69
17.9572,6/06/2015,Gold Coast,Sydney,14664,10,5,11,41,-52,Carrara,Sydney,13,15,93,1.0561,13,15,52
1.2894,6/06/2015,Port Adelaide,Western Bulldogs,14666,10,16,4,100,38,Adelaide Oval,Western Bulldogs,9,8,62,4.4109,9,8,-38
14.499,13/06/2015,Gold Coast,Fremantle,14672,11,7,4,46,-7,Carrara,Fremantle,6,17,53,1.0721,6,17,7
2.7884,13/06/2015,North Melbourne,Sydney,14674,11,10,15,75,-16,Docklands,Sydney,14,7,91,1.5553,14,7,16
1.1816,13/06/2015,West Coast,Essendon,14673,11,14,12,96,50,Subiaco,Essendon,6,10,46,6.3244,6,10,-50
1.7295,14/06/2015,Collingwood,GWS,14675,11,18,11,119,42,M.C.G.,GWS,11,11,77,2.3697,11,11,-42
1.7321,14/06/2015,St Kilda,Melbourne,14676,11,12,13,85,2,Docklands,Melbourne,12,11,83,2.3534,12,11,-2
3.2604,18/06/2015,Adelaide,Hawthorn,14677,12,12,13,85,-29,Adelaide Oval,Hawthorn,17,12,114,1.4375,17,12,29
1.8815,19/06/2015,Richmond,West Coast,14678,12,10,10,70,-20,M.C.G.,West Coast,13,12,90,2.1273,13,12,20
3.2508,20/06/2015,Carlton,Port Adelaide,14679,12,17,8,110,4,M.C.G.,Port Adelaide,16,10,106,1.427,16,10,-4
3.259,20/06/2015,GWS,North Melbourne,14680,12,8,13,61,-56,Sydney Showground,North Melbourne,18,9,117,1.4352,18,9,56
1.3066,20/06/2015,Western Bulldogs,Brisbane,14681,12,22,14,146,72,Docklands,Brisbane,11,8,74,4.1936,11,8,-72
1.1351,21/06/2015,Geelong,Melbourne,14682,12,13,11,89,-24,Kardinia Park,Melbourne,18,5,113,8.1502,18,5,24
1.3696,25/06/2015,Fremantle,Collingwood,14683,13,12,8,80,7,Subiaco,Collingwood,11,7,73,3.6733,11,7,-7
1.3608,26/06/2015,Sydney,Richmond,14684,13,11,11,77,-18,S.C.G.,Richmond,14,11,95,3.785,14,11,18
3.7899,27/06/2015,Brisbane,Adelaide,14686,13,10,9,69,-13,Gabba,Adelaide,11,16,82,1.3576,11,16,13
1.0976,27/06/2015,Hawthorn,Essendon,14685,13,16,18,114,38,M.C.G.,Essendon,11,10,76,11.2442,11,10,-38
2.7654,27/06/2015,St Kilda,Western Bulldogs,14687,13,7,14,56,-6,Docklands,Western Bulldogs,9,8,62,1.5594,9,8,6
1.4575,28/06/2015,Carlton,Gold Coast,14688,13,14,19,103,34,Docklands,Gold Coast,9,15,69,3.146,9,15,-34
1.2411,17/07/2015,North Melbourne,Essendon,14706,16,14,9,93,25,Docklands,Essendon,9,14,68,5.0853,9,14,-25
2.5437,18/07/2015,Collingwood,West Coast,14709,16,7,14,56,-31,Docklands,West Coast,11,21,87,1.6405,11,21,31
1.1483,18/07/2015,Fremantle,Carlton,14711,16,13,17,95,42,Subiaco,Carlton,8,5,53,7.419,8,5,-42
1.6447,18/07/2015,Geelong,Western Bulldogs,14707,16,10,12,72,8,Kardinia Park,Western Bulldogs,9,10,64,2.5273,9,10,-8
2.3932,18/07/2015,Gold Coast,GWS,14708,16,12,7,79,-15,Carrara,GWS,13,16,94,1.718,13,16,15
2.5852,18/07/2015,Sydney,Hawthorn,14710,16,7,15,57,-89,Stadium Australia,Hawthorn,23,8,146,1.6287,23,8,89
1.6834,19/07/2015,Melbourne,Brisbane,14712,16,8,12,60,24,M.C.G.,Brisbane,4,12,36,2.4553,4,12,-24
1.6177,19/07/2015,Port Adelaide,Adelaide,14713,16,17,11,113,-3,Adelaide Oval,Adelaide,18,8,116,2.6048,18,8,3
3.0018,19/07/2015,St Kilda,Richmond,14714,16,10,13,73,-16,Docklands,Richmond,13,11,89,1.4925,13,11,16
27.0841,24/07/2015,Carlton,Hawthorn,14715,17,4,11,35,-138,Docklands,Hawthorn,27,11,173,1.0339,27,11,138
1.2557,25/07/2015,Adelaide,Gold Coast,14717,17,19,11,125,45,Adelaide Oval,Gold Coast,12,8,80,4.8485,12,8,-45
5.3909,25/07/2015,Brisbane,North Melbourne,14720,17,5,8,38,-72,Gabba,North Melbourne,16,14,110,1.225,16,14,72
3.7987,25/07/2015,Essendon,Port Adelaide,14719,17,17,14,116,-13,Docklands,Port Adelaide,20,9,129,1.3499,20,9,13
1.8466,25/07/2015,GWS,Geelong,14716,17,6,6,42,-27,Manuka Oval,Geelong,9,15,69,2.1708,9,15,27
1.8859,25/07/2015,Richmond,Fremantle,14718,17,10,18,78,-4,M.C.G.,Fremantle,12,10,82,2.1248,12,10,4
2.1266,26/07/2015,Melbourne,St Kilda,14722,17,6,10,46,-37,M.C.G.,St Kilda,12,11,83,1.8705,12,11,37
1.3147,26/07/2015,West Coast,Sydney,14723,17,15,13,103,52,Subiaco,Sydney,7,9,51,4.141,7,9,-52
2.3577,26/07/2015,Western Bulldogs,Collingwood,14721,17,15,14,104,18,Docklands,Collingwood,13,8,86,1.731,13,8,-18
1.2072,31/07/2015,Hawthorn,Richmond,14724,18,7,11,53,-18,M.C.G.,Richmond,10,11,71,5.7442,10,11,18
2.8437,8/08/2015,Brisbane,Gold Coast,14736,19,14,16,100,-14,Gabba,Gold Coast,17,12,114,1.5362,17,12,14
