date,game_id,season,round,venue,team_1,team_2,home_team_1,margin,winner,supercoach_1,supercoach_2,elo_1,elo_2
2014-04-19,428,2014,5,S.C.G.,Sydney,Fremantle,1,17,1,88.0,64.0,1618.004207930299,1564.452332512504
2014-04-20,429,2014,5,Adelaide Oval,GWS,Adelaide,0,-65,0,64.5,80.5,1088.3112930833054,1497.23309989958
2014-04-20,430,2014,5,Docklands,Western Bulldogs,Carlton,1,-28,0,61.0,86.0,1408.1040120653606,1423.9503015656844
2014-04-20,431,2014,5,M.C.G.,Gold Coast,Melbourne,0,8,1,84.0,59.0,1268.189505533927,1187.562986471732
2014-04-21,432,2014,5,M.C.G.,Hawthorn,Geelong,0,-19,0,73.5,74.5,1781.9865872312319,1735.5227084629137
2014-04-25,433,2014,6,Subiaco,North Melbourne,Fremantle,0,13,1,74.0,73.5,1523.5498711761445,1721.7462158859419
2014-04-25,434,2014,6,Wellington,Brisbane,St Kilda,0,3,1,66.5,77.0,1368.8251391938563,1416.2110259681622
2014-04-25,435,2014,6,M.C.G.,Collingwood,Essendon,1,23,1,71.5,67.5,1697.5615644641953,1504.4095312609454
2014-04-26,436,2014,6,Docklands,Carlton,West Coast,1,3,1,76.0,69.0,1478.2666362429331,1412.643352619559
2014-04-26,437,2014,6,Carrara,Gold Coast,GWS,1,40,1,76.0,68.0,1304.7697473248104,1085.7087072691008
2014-04-26,438,2014,6,M.C.G.,Melbourne,Sydney,1,-31,0,64.0,78.5,1175.9827446808488,1605.710324556861
2014-04-27,439,2014,6,Docklands,Western Bulldogs,Adelaide,1,-9,0,78.0,67.5,1393.787677388112,1484.8356857137846
2014-04-27,440,2014,6,M.C.G.,Richmond,Hawthorn,1,-66,0,70.5,79.0,1504.8296085425868,1764.9924543561888
2014-04-27,441,2014,6,Adelaide Oval,Geelong,Port Adelaide Power,0,-40,0,69.5,82.5,1752.5168413379567,1483.652872018011
2014-05-02,442,2014,7,M.C.G.,Carlton,Collingwood,1,-34,0,74.5,87.5,1450.466668954464,1664.987223416678
2014-05-03,443,2014,7,Docklands,Western Bulldogs,Essendon,0,-8,0,76.0,70.5,1342.6309582435924,1496.9838723084627
2014-05-03,444,2014,7,M.C.G.,Hawthorn,St Kilda,1,145,1,96.5,56.5,1810.4758873657615,1389.1778042112394
2014-05-03,445,2014,7,Gabba,Sydney,Brisbane,0,79,1,88.0,58.5,1608.0419792674106,1410.8583609507791
2014-05-03,446,2014,7,Manuka Oval,GWS,Port Adelaide Power,1,-35,0,69.0,78.5,1104.0847396584809,1493.3903342982717
2014-05-03,447,2014,7,Adelaide Oval,Melbourne,Adelaide,0,3,1,81.5,73.0,1133.6510899702992,1510.992404858304
2014-05-04,448,2014,7,Subiaco,Fremantle,West Coast,0,19,1,87.5,64.0,1529.010816282867,1400.4433199080281
2014-05-04,449,2014,7,Docklands,Gold Coast,North Melbourne,0,43,1,80.0,65.0,1286.3937149354304,1586.2852707792194
2014-05-04,450,2014,7,M.C.G.,Richmond,Geelong,0,-5,0,76.5,71.5,1499.346175533014,1727.7793790576961
2014-05-09,451,2014,8,Stadium Australia,Hawthorn,Sydney,0,-19,0,72.0,84.0,1772.9140514782507,1640.3387231501852
2014-05-10,452,2014,8,M.C.G.,Western Bulldogs,Melbourne,0,16,1,71.0,73.0,1333.888540096007,1200.5827096690407
2014-05-10,453,2014,8,Adelaide Oval,Fremantle,Port Adelaide Power,0,-18,0,69.0,74.5,1538.700323939836,1511.2741325239099
2014-05-10,454,2014,8,Gabba,Essendon,Brisbane,0,8,1,83.5,67.5,1505.726290456048,1403.5616170680046
2014-05-11,455,2014,8,Subiaco,GWS,West Coast,0,-111,0,62.0,84.5,1076.2009414328427,1560.7538122510591
2014-05-12,456,2014,8,Docklands,Carlton,St Kilda,0,32,1,81.0,70.0,1443.7068131481615,1426.7396400987502
2014-05-15,457,2014,9,Adelaide Oval,Adelaide,Collingwood,1,21,1,83.0,60.5,1484.0607851595626,1671.7470792229806
2014-05-16,458,2014,9,Docklands,Sydney,Essendon,0,50,1,70.5,72.5,1635.7999375822371,1556.4383689522997
2014-05-17,459,2014,9,Docklands,Brisbane,North Melbourne,0,-87,0,60.0,87.5,1367.8495385717529,1560.817058616415
2014-05-17,460,2014,9,Subiaco,Geelong,Fremantle,0,-32,0,67.5,77.5,1734.1290841094983,1692.5186934408762
2014-05-17,461,2014,9,M.C.G.,Melbourne,Richmond,0,17,1,73.0,66.5,1151.0712608861982,1492.9964704812119
2014-05-18,462,2014,9,Docklands,Gold Coast,St Kilda,0,38,1,76.5,69.5,1311.861927098235,1412.4715900601527
2014-05-23,463,2014,10,Kardinia Park,North Melbourne,Geelong,0,-20,0,63.0,85.0,1528.248654039282,1887.3411593360815
2014-05-24,464,2014,10,Sydney Showground,GWS,Richmond,1,-113,0,60.0,85.5,1099.463804788226,1466.6736839176851
2014-05-24,465,2014,10,M.C.G.,Collingwood,West Coast,1,8,1,78.5,71.5,1689.3499370812317,1392.4909488956757
2014-05-24,466,2014,10,Adelaide Oval,Port Adelaide Power,Hawthorn,1,14,1,72.0,73.0,1527.4557630228696,1752.4528370461987
2014-05-25,467,2014,10,Carrara,Gold Coast,Western Bulldogs,1,45,1,78.5,60.0,1356.0881209122083,1343.3999888788496
2014-05-25,468,2014,10,M.C.G.,Carlton,Adelaide,1,5,1,73.0,74.0,1497.974863186759,1491.4579273013114
2014-05-29,469,2014,11,S.C.G.,Sydney,Geelong,1,110,1,89.0,59.5,1672.4319958901403,1720.7112282330902
2014-05-30,470,2014,11,Docklands,St Kilda,Collingwood,1,-86,0,73.5,80.0,1393.2453962461793,1653.9492951531374
2014-05-31,471,2014,11,Traeger Park,Melbourne,Port Adelaide Power,1,-20,0,85.0,76.5,1187.394047449725,1536.006479858391
2014-05-31,472,2014,11,Gabba,Brisbane,Carlton,1,7,1,72.5,74.0,1385.4179431488858,1472.6935374401842
2014-05-31,473,2014,11,M.C.G.,Richmond,Essendon,0,-50,0,66.5,82.5,1469.9064799901707,1504.8063106443965
2014-06-01,474,2014,11,Subiaco,West Coast,North Melbourne,1,-38,0,72.0,79.5,1557.89159082377,1524.8785851422733
2014-06-01,475,2014,11,M.C.G.,Hawthorn,GWS,1,7,1,73.0,66.5,1768.9021202106774,1071.2310087157405
2014-06-01,476,2014,11,Docklands,Western Bulldogs,Fremantle,1,-38,0,73.0,79.5,1368.9475361795448,1539.306618214293
2014-06-01,477,2014,11,Adelaide Oval,Adelaide,Gold Coast,1,32,1,71.0,63.5,1491.7392530478862,1345.540573611513
2014-06-06,478,2014,12,Docklands,Carlton,Geelong,0,-5,0,75.5,78.5,1454.002851333932,1743.6401595581178
2014-06-07,479,2014,12,York Park,West Coast,Hawthorn,0,-44,0,64.5,77.0,1371.4705788192316,1854.433232036996
2014-06-07,480,2014,12,Sydney Showground,GWS,Essendon,1,-15,0,74.0,74.5,1095.6998968894218,1518.304611236765
2014-06-07,481,2014,12,Adelaide Oval,Port Adelaide Power,St Kilda,1,70,1,86.5,58.5,1554.5612842116627,1347.7759062712432
2014-06-07,482,2014,12,Docklands,Brisbane,Western Bulldogs,0,8,1,81.5,69.5,1379.1086292551379,1360.7647447944512
2014-06-08,483,2014,12,Carrara,Gold Coast,Sydney,1,-35,0,70.0,77.0,1361.5045557253288,1664.5030645651127
2014-06-08,484,2014,12,Subiaco,Adelaide,Fremantle,0,-40,0,47.0,83.5,1485.7752709340705,1717.4894095993866
2014-06-09,485,2014,12,M.C.G.,Collingwood,Melbourne,0,33,1,83.5,73.0,1659.4187851280735,1173.8392430964532
2014-06-13,486,2014,13,M.C.G.,Hawthorn,Carlton,0,28,1,77.5,75.0,1731.1854104615297,1449.239261988621
2014-06-14,487,2014,13,S.C.G.,Sydney,Port Adelaide Power,1,4,1,68.0,74.0,1693.9664732490855,1546.5571620885914
2014-06-14,488,2014,13,M.C.G.,Richmond,Fremantle,1,-20,0,80.0,72.0,1486.5793384164451,1553.7450880601818
2014-06-14,489,2014,13,Subiaco,West Coast,Gold Coast,1,3,1,71.0,69.5,1539.718400394698,1332.041147041356
2014-06-14,490,2014,13,Adelaide Oval,Adelaide,North Melbourne,1,36,1,75.0,74.5,1494.5195924732752,1551.128438128169
2014-06-14,491,2014,13,Gabba,Brisbane,GWS,1,-45,0,52.5,86.0,1418.3173951847627,1068.278528195926
2014-06-15,492,2014,13,M.C.G.,Essendon,Melbourne,1,-1,0,68.0,71.5,1520.7259799302608,1172.1117532117644
2014-06-15,493,2014,13,Docklands,Western Bulldogs,Collingwood,0,8,1,83.0,74.0,1306.5559788648263,1661.1462750127623
2014-06-15,494,2014,13,Kardinia Park,Geelong,St Kilda,1,96,1,86.0,56.0,1878.403748903429,1340.7800283943145
2014-06-20,495,2014,14,M.C.G.,Richmond,Sydney,1,-11,0,70.0,72.0,1474.4435253115616,1677.9585476666603
2014-06-21,496,2014,14,Carrara,Gold Coast,Geelong,1,40,1,69.0,74.5,1350.0727728619268,1709.703403142196
2014-06-21,497,2014,14,M.C.G.,Hawthorn,Collingwood,1,29,1,83.0,75.0,1736.129105333123,1634.594656179096
2014-06-21,498,2014,14,Docklands,Essendon,Adelaide,1,9,1,74.5,74.0,1534.2807519172625,1496.942192830963
2014-06-21,499,2014,14,Adelaide Oval,Western Bulldogs,Port Adelaide Power,0,-72,0,63.5,82.0,1333.1075976984926,1552.5650876710167
2014-06-21,500,2014,14,Subiaco,Fremantle,Brisbane,1,83,1,88.0,55.5,1735.8809011650653,1366.8465495009277
2014-06-22,501,2014,14,Docklands,St Kilda,West Coast,1,-33,0,70.0,83.5,1379.4803741555475,1376.6867745741272
2014-06-22,502,2014,14,M.C.G.,Melbourne,North Melbourne,1,-41,0,66.5,76.5,1238.5569812247627,1533.7058377704811
2014-06-22,503,2014,14,Sydney Showground,GWS,Carlton,1,8,1,78.5,74.5,1119.749373879761,1444.2955671170275
2014-06-27,504,2014,15,Docklands,Geelong,Essendon,1,9,1,77.0,74.0,1683.0642164332494,1507.6748943147927
2014-06-28,505,2014,15,Subiaco,Fremantle,West Coast,1,7,1,80.5,70.5,1569.0835280433184,1391.8073813640947
2014-06-28,506,2014,15,Docklands,Richmond,St Kilda,0,44,1,85.0,64.5,1427.3461508872595,1364.35976736558
2014-06-28,507,2014,15,Gabba,North Melbourne,Brisbane,0,-4,0,69.0,78.0,1538.3436627363467,1388.6439226226746
2014-06-28,508,2014,15,S.C.G.,GWS,Sydney,0,-46,0,77.0,73.0,1120.7370021416891,1710.0559220909624
2014-06-28,509,2014,15,York Park,Hawthorn,Gold Coast,1,53,1,79.5,64.5,1871.8661823032262,1351.7119595708734
2014-06-29,510,2014,15,Adelaide Oval,Port Adelaide Power,Adelaide,0,-23,0,72.5,69.5,1544.1772836964203,1483.5480504334328
2014-06-29,511,2014,15,M.C.G.,Collingwood,Carlton,1,15,1,79.5,67.5,1623.857579208993,1418.3079388550993
2014-06-29,512,2014,15,Docklands,Western Bulldogs,Melbourne,1,6,1,67.5,75.0,1366.495401673089,1193.9191562588971
2014-07-04,513,2014,16,Docklands,North Melbourne,Hawthorn,1,20,1,76.0,64.0,1557.2529347701748,1748.2967739654548
2014-07-05,514,2014,16,Marrara Oval,Fremantle,Melbourne,0,63,1,83.5,71.0,1577.031524796866,1195.8120950863517
2014-07-05,515,2014,16,Adelaide Oval,Essendon,Port Adelaide Power,0,2,1,73.0,75.0,1499.6632799066006,1541.5859596877533
2014-07-05,516,2014,16,Sydney Showground,Adelaide,GWS,0,68,1,81.0,61.0,1501.1393744420998,1144.7609800779112
2014-07-05,517,2014,16,Carrara,Collingwood,Gold Coast,0,-5,0,72.0,78.5,1630.8916895052812,1375.2813679086448
2014-07-05,518,2014,16,M.C.G.,Brisbane,Richmond,0,-25,0,64.0,79.0,1384.7346505888465,1479.6562147544041
2014-07-06,519,2014,16,Docklands,St Kilda,Carlton,0,-85,0,61.5,88.0,1312.0497034984353,1411.2738285588111
2014-07-11,520,2014,17,Adelaide Oval,Adelaide,Hawthorn,1,-12,0,73.5,77.5,1519.5564652614567,1725.7904507015642
2014-07-12,521,2014,17,S.C.G.,Carlton,Sydney,0,-71,0,61.5,84.0,1422.1027664290448,1720.5858200230327
2014-07-12,522,2014,17,Gabba,Brisbane,West Coast,1,-12,0,73.0,81.5,1398.7337361299894,1374.3055087422547
2014-07-12,523,2014,17,Cazaly's Stadium,Gold Coast,Western Bulldogs,0,-28,0,64.5,86.5,1374.6795219218027,1343.2206212447713
2014-07-12,524,2014,17,M.C.G.,Geelong,Melbourne,0,66,1,79.0,58.5,1692.4576724423046,1182.8046642489421
2014-07-12,525,2014,17,Bellerive Oval,North Melbourne,St Kilda,1,59,1,81.5,70.0,1664.7592580340654,1301.2207656282017
2014-07-13,526,2014,17,M.C.G.,Collingwood,Essendon,0,-64,0,63.0,96.0,1606.4935354921233,1516.4644943040516
2014-07-13,527,2014,17,Docklands,Port Adelaide Power,Richmond,0,-20,0,70.0,80.5,1509.7847452903022,1490.6571292132612
2014-07-18,528,2014,18,Docklands,Carlton,North Melbourne,1,23,1,75.5,68.0,1417.5396970551096,1543.0535214949862
2014-07-19,529,2014,18,Docklands,Fremantle,St Kilda,0,-58,0,57.0,94.0,1580.8005368373517,1337.926502167281
2014-07-19,530,2014,18,Sydney Showground,Geelong,GWS,0,7,1,79.0,67.0,1693.9729078628873,1140.582308055478
2014-07-20,531,2014,18,Docklands,Western Bulldogs,Essendon,1,-7,0,71.5,66.5,1349.5751115554376,1535.2666400302194
2014-07-20,532,2014,18,Adelaide Oval,Port Adelaide Power,Melbourne,1,3,1,71.0,62.0,1508.9597730259575,1181.2894288283594
2014-07-25,533,2014,18,Subiaco,Richmond,West Coast,0,17,1,69.0,72.0,1466.482101477606,1560.3584256334946
2014-07-26,534,2014,18,M.C.G.,Hawthorn,Sydney,1,10,1,79.5,69.0,1772.803370193779,1700.148889396968
2014-07-26,535,2014,18,Gabba,Brisbane,Gold Coast,1,54,1,74.5,61.5,1382.6808192387496,1358.3250316111364
2014-07-27,536,2014,18,M.C.G.,Collingwood,Adelaide,1,-16,0,63.5,76.0,1627.6913897659556,1497.5435457692417
2014-07-31,537,2014,19,Subiaco,Fremantle,Carlton,1,5,1,76.0,70.5,1726.7440926740262,1437.7345192621844
2014-08-01,538,2014,19,S.C.G.,Sydney,Essendon,1,22,1,82.5,64.0,1713.240698392009,1542.9348594435774
2014-08-02,539,2014,19,Docklands,Geelong,North Melbourne,0,32,1,80.5,72.0,1695.1642764045557,1522.8586992879113
2014-08-02,540,2014,19,M.C.G.,Richmond,GWS,1,27,1,72.0,68.0,1525.4392343960817,1114.3909395138096
2014-08-02,541,2014,19,Adelaide Oval,Adelaide,West Coast,1,-31,0,76.5,72.0,1532.9136190638133,1371.4012927150188
2014-08-02,542,2014,19,Carrara,St Kilda,Gold Coast,0,-53,0,72.5,79.0,1321.9829463306064,1369.3748363909215
2014-08-03,543,2014,19,M.C.G.,Port Adelaide Power,Collingwood,0,-6,0,69.5,77.5,1497.910047648181,1607.321316471384
2014-08-03,544,2014,19,Docklands,Brisbane,Melbourne,0,23,1,83.5,70.0,1371.6310144589645,1217.3391542061358
2014-08-03,545,2014,19,York Park,Western Bulldogs,Hawthorn,0,-62,0,60.0,87.5,1341.9068921420796,1869.7115611987379
2014-08-08,546,2014,20,M.C.G.,Richmond,Essendon,1,18,1,77.0,76.5,1528.0128724308106,1534.7502440427784
2014-08-09,547,2014,20,Adelaide Oval,Port Adelaide Power,Sydney,1,-26,0,75.0,72.0,1502.483519914175,1696.425313792808
2014-08-09,548,2014,20,Docklands,Carlton,Gold Coast,1,39,1,75.0,63.0,1472.9564319235917,1357.3413602139426
2014-08-09,549,2014,20,Manuka Oval,North Melbourne,GWS,0,75,1,69.5,70.0,1514.7424167599224,1136.8173014790807
2014-08-09,550,2014,20,M.C.G.,Hawthorn,Melbourne,1,50,1,81.5,63.0,1746.0833357931176,1168.5945587273447
2014-08-09,551,2014,20,Kardinia Park,Geelong,Fremantle,1,2,1,88.5,68.0,1873.2805589325446,1561.522180012619
2014-08-10,552,2014,20,Subiaco,Collingwood,West Coast,0,-60,0,61.5,90.5,1577.74784420539,1562.9119668371802
2014-08-10,553,2014,20,Docklands,St Kilda,Western Bulldogs,1,-23,0,80.5,74.5,1309.0164225075853,1340.5351175476999
2014-08-10,554,2014,20,Gabba,Adelaide,Brisbane,0,105,1,87.0,59.5,1496.4029449416519,1405.3756099377556
2014-08-15,555,2014,21,Docklands,Carlton,Geelong,1,-6,0,74.0,76.0,1443.1413601133124,1707.5557557521051
2014-08-16,556,2014,21,Docklands,Essendon,West Coast,1,3,1,82.5,71.0,1559.459404782965,1408.5520941325526
2014-08-16,557,2014,21,Carrara,Gold Coast,Port Adelaide Power,1,-9,0,59.5,80.0,1372.1564320242219,1480.0832345023996
2014-08-16,558,2014,21,M.C.G.,Collingwood,Brisbane,1,-67,0,70.0,79.0,1602.1077169100176,1369.2180568349092
2014-08-16,559,2014,21,Adelaide Oval,Richmond,Adelaide,0,10,1,82.0,65.5,1503.303711690624,1522.5604980444982
2014-08-17,560,2014,21,Docklands,North Melbourne,Western Bulldogs,1,50,1,85.5,66.5,1517.8015524214659,1354.1780667964078
2014-08-17,561,2014,21,M.C.G.,GWS,Melbourne,0,64,1,84.5,71.5,1108.7581658175372,1207.5521443180264
2014-08-17,562,2014,21,Subiaco,Hawthorn,Fremantle,0,-19,0,68.5,78.0,1747.125750202436,1727.2469831930584
2014-08-22,563,2014,22,Adelaide Oval,Carlton,Port Adelaide Power,0,-103,0,59.0,84.0,1437.7667483626183,1505.5679693230445
2014-08-23,564,2014,22,Subiaco,West Coast,Melbourne,1,66,1,86.0,63.5,1569.6862997936848,1148.3982230341808
2014-08-23,565,2014,22,Bellerive Oval,North Melbourne,Adelaide,1,7,1,71.5,73.5,1651.2170991874639,1491.7299660334274
2014-08-23,566,2014,22,Sydney Showground,GWS,Collingwood,1,-8,0,84.5,68.0,1152.912087101383,1538.3299572576068
2014-08-23,567,2014,22,Docklands,Gold Coast,Essendon,0,-19,0,67.0,70.0,1336.671697203577,1568.3251991218328
2014-08-23,568,2014,22,M.C.G.,Geelong,Hawthorn,0,-23,0,76.0,77.5,1712.9303675027993,1731.2684501333185
2014-08-24,569,2014,22,Gabba,Brisbane,Fremantle,1,-58,0,62.0,89.0,1417.99581648732,1573.1042832621758
2014-08-24,570,2014,22,M.C.G.,Richmond,St Kilda,1,26,1,81.0,64.5,1559.1342437016947,1293.0875088932905
2014-08-24,571,2014,22,Docklands,Western Bulldogs,Sydney,1,-63,0,71.5,83.0,1385.7625200304099,1706.1115635701703
2014-08-29,572,2014,23,M.C.G.,Collingwood,Hawthorn,1,-65,0,59.5,87.0,1541.2726193214885,1745.4774658513445
2014-08-30,573,2014,23,Stadium Australia,Sydney,Richmond,1,-3,0,81.5,76.5,1735.2086571836605,1524.4675255397322
2014-08-30,574,2014,23,Kardinia Park,Geelong,Brisbane,1,62,1,78.5,64.5,1868.7213517847733,1384.2803167957043
2014-08-30,575,2014,23,M.C.G.,Essendon,Carlton,0,0,1,76.0,78.0,1534.5826060003233,1465.6573611947226
2014-08-30,576,2014,23,Subiaco,Fremantle,Port Adelaide Power,1,8,1,85.0,70.0,1751.8197829537917,1502.6773564909402
2014-08-30,577,2014,23,Docklands,North Melbourne,Melbourne,1,30,1,73.0,77.5,1574.7775666230266,1145.9599298908179
2014-08-31,578,2014,23,Carrara,Gold Coast,West Coast,1,-52,0,68.5,73.5,1355.4142903250865,1402.1245929370477
2014-08-31,579,2014,23,Docklands,GWS,Western Bulldogs,0,6,1,71.5,69.5,1124.9694250375012,1381.6654264169197
2014-08-31,580,2014,23,Adelaide Oval,St Kilda,Adelaide,0,-79,0,66.0,82.5,1287.754227055253,1498.1694985978647
2015-04-02,581,2015,1,M.C.G.,Carlton,Richmond,1,-27,0,68.0,80.5,1428.5946706159846,1547.593059875144
2015-04-04,582,2015,1,Stadium Australia,Sydney,Essendon,1,12,1,74.5,74.0,1712.0831228482486,1531.6452965790613
2015-04-04,583,2015,1,Gabba,Collingwood,Brisbane,0,12,1,74.5,77.5,1534.1967381043723,1407.5421262759646
2015-04-04,584,2015,1,M.C.G.,Melbourne,Gold Coast,1,26,1,86.0,67.5,1183.6169861453768,1317.4188731563554
2015-04-04,585,2015,1,Docklands,West Coast,Western Bulldogs,0,-10,0,77.0,80.0,1415.1200101057789,1357.238855715401
2015-04-05,586,2015,1,Adelaide Oval,North Melbourne,Adelaide,0,-77,0,65.0,76.5,1537.1205103684676,1505.0539095405552
2015-04-05,587,2015,1,Subiaco,Port Adelaide Power,Fremantle,0,-7,0,77.0,61.5,1496.9039054461539,1757.593233998578
2015-04-05,588,2015,1,Docklands,St Kilda,GWS,1,-9,0,79.0,74.5,1320.8698161125626,1149.3959957390198
2015-04-06,589,2015,1,M.C.G.,Geelong,Hawthorn,0,-62,0,66.0,81.0,1700.459542304513,1752.5533470684607
2015-04-10,590,2015,2,Subiaco,West Coast,Carlton,1,69,1,83.5,69.5,1567.6439444410871,1418.540347991274
2015-04-11,591,2015,2,Docklands,Collingwood,Adelaide,1,-27,0,62.5,88.5,1583.9586207188806,1506.4344183078733
2015-04-11,592,2015,2,Carrara,Gold Coast,St Kilda,1,-28,0,61.5,73.0,1321.911782505565,1259.0144768893497
2015-04-11,593,2015,2,Adelaide Oval,Sydney,Port Adelaide Power,0,48,1,76.5,75.0,1694.9252449392845,1506.4340403518027
2015-04-11,594,2015,2,Manuka Oval,GWS,Melbourne,1,45,1,84.5,60.5,1196.2513349622327,1164.1240767961672
2015-04-11,595,2015,2,M.C.G.,Western Bulldogs,Richmond,0,19,1,58.0,68.0,1334.7149213800928,1597.6473824998545
2015-04-12,596,2015,2,Docklands,Brisbane,North Melbourne,0,-82,0,62.5,82.0,1372.7802436614563,1560.7400016011495
2015-04-12,597,2015,2,M.C.G.,Hawthorn,Essendon,0,-2,0,73.0,83.0,1765.3209806221403,1523.8031744880254
2015-04-12,598,2015,2,Kardinia Park,Geelong,Fremantle,1,-44,0,63.5,83.0,1857.6919087508334,1593.0630990929292
2015-04-17,599,2015,3,M.C.G.,St Kilda,Collingwood,0,-74,0,68.0,81.0,1276.70069072566,1565.6660942748822
2015-04-18,600,2015,3,M.C.G.,Carlton,Essendon,1,-21,0,69.5,78.5,1449.609566897847,1547.8223221882247
2015-04-18,601,2015,3,Gabba,Richmond,Brisbane,0,79,1,88.5,65.0,1533.0597324618932,1390.1863175264473
2015-04-18,602,2015,3,Adelaide Oval,Melbourne,Adelaide,0,-25,0,66.0,73.0,1150.5071821277702,1539.7269447518718
2015-04-18,603,2015,3,S.C.G.,Sydney,GWS,1,21,1,78.0,67.0,1727.5018331126669,1184.8682296306297
2015-04-18,604,2015,3,Docklands,Port Adelaide Power,North Melbourne,0,8,1,74.5,76.5,1483.8574521784203,1568.3339277361586
2015-04-19,605,2015,3,Subiaco,West Coast,Fremantle,1,-30,0,70.0,83.5,1406.5747255345143,1617.6939304357784
2015-04-19,606,2015,3,Kardinia Park,Geelong,Gold Coast,1,9,1,86.5,72.0,1833.0610774079842,1279.2255686692547
2015-04-19,607,2015,3,York Park,Hawthorn,Western Bulldogs,1,70,1,81.5,63.0,1866.301832921941,1359.3025714180542
2015-04-24,608,2015,4,M.C.G.,Melbourne,Richmond,0,32,1,80.5,73.0,1147.6220957589344,1542.2170763800375
2015-04-25,609,2015,4,Subiaco,Sydney,Fremantle,0,-14,0,80.5,74.0,1703.7660986318256,1794.5568699302453
2015-04-25,610,2015,4,Manuka Oval,GWS,Gold Coast,1,66,1,84.0,60.5,1208.603964111471,1278.0371267212092
2015-04-25,611,2015,4,Adelaide Oval,Port Adelaide Power,Hawthorn,1,8,1,79.5,76.5,1517.4343835205386,1742.8391977881186
2015-04-25,612,2015,4,M.C.G.,Essendon,Collingwood,1,-20,0,78.5,68.0,1558.69158065073,1530.445203094296
2015-04-25,613,2015,4,Wellington,St Kilda,Carlton,1,-40,0,64.5,81.0,1281.9215819062463,1398.7403084353416
2015-04-26,614,2015,4,Gabba,West Coast,Brisbane,0,53,1,81.0,73.0,1399.7117860400474,1381.028973608303
2015-04-26,615,2015,4,Kardinia Park,North Melbourne,Geelong,0,16,1,81.5,60.0,1509.7569963940402,1834.2495193560296
2015-04-26,616,2015,4,Docklands,Adelaide,Western Bulldogs,0,-57,0,61.5,79.0,1527.6120311207076,1397.7652065518766
2015-05-01,617,2015,5,M.C.G.,Collingwood,Carlton,0,75,1,90.0,66.0,1546.662017526521,1408.8786774172095
2015-05-02,618,2015,5,Carrara,Gold Coast,Brisbane,1,64,1,88.5,60.5,1285.0787356426415,1341.8347989052288
2015-05-02,619,2015,5,Subiaco,GWS,West Coast,0,-87,0,69.5,83.0,1201.5623551900387,1583.9059607431216
2015-05-02,620,2015,5,M.C.G.,Geelong,Richmond,0,9,1,70.5,70.0,1638.2629650469537,1515.0224789040387
2015-05-02,621,2015,5,S.C.G.,Western Bulldogs,Sydney,0,4,1,69.5,79.5,1378.1239459520411,1717.599000780082
2015-05-02,622,2015,5,Docklands,North Melbourne,Hawthorn,1,-60,0,74.0,78.0,1575.7435507031162,1719.2766056972623
2015-05-03,623,2015,5,M.C.G.,Melbourne,Fremantle,1,-68,0,62.5,79.0,1214.8166932349332,1635.723967781989
2015-05-03,624,2015,5,Adelaide Oval,Port Adelaide Power,Adelaide,0,24,1,87.0,65.0,1525.9969756113949,1507.253291720543
2015-05-03,625,2015,5,Docklands,St Kilda,Essendon,1,-2,0,72.0,75.0,1261.7832129243784,1542.474766218505
2015-05-08,626,2015,6,M.C.G.,Geelong,Collingwood,0,41,1,84.5,66.5,1648.154713963637,1556.0068329830253
2015-05-09,627,2015,6,Carrara,Adelaide,Gold Coast,0,41,1,77.0,71.0,1493.0617374403698,1302.507525681633
2015-05-09,628,2015,6,M.C.G.,Sydney,Melbourne,0,38,1,74.0,65.0,1666.3219640461045,1212.3734850797293
2015-05-09,629,2015,6,Docklands,Western Bulldogs,St Kilda,1,-7,0,70.5,80.5,1404.4009826860186,1256.809625878266
2015-05-09,630,2015,6,Bellerive Oval,North Melbourne,Richmond,1,35,1,75.0,61.5,1651.6103470747069,1505.1307299873554
2015-05-09,631,2015,6,Subiaco,Essendon,Fremantle,0,-28,0,64.5,85.0,1547.4483532646175,1808.1671759371927
2015-05-09,632,2015,6,Sydney Showground,GWS,Hawthorn,1,10,1,88.5,79.5,1223.5723900134421,1728.4098093256716
2015-05-10,633,2015,6,Adelaide Oval,Port Adelaide Power,West Coast,1,-10,0,73.0,74.5,1555.1885298915681,1416.8959259197181
2015-05-10,634,2015,6,Docklands,Carlton,Brisbane,1,-9,0,72.5,73.5,1439.533861960705,1324.4060088662372
2015-05-15,635,2015,7,Docklands,North Melbourne,Essendon,0,11,1,83.5,62.0,1535.6361566108353,1541.9792474870783
2015-05-16,636,2015,7,M.C.G.,Melbourne,Hawthorn,0,-105,0,64.5,90.0,1170.3245545562627,1699.9654273068854
2015-05-16,637,2015,7,Stadium Australia,Sydney,Geelong,1,43,1,73.0,67.5,1693.3708945695712,1659.2671012125068
2015-05-16,638,2015,7,Docklands,GWS,Carlton,0,78,1,85.5,64.5,1227.0167720322283,1419.7376660299224
2015-05-16,639,2015,7,Subiaco,West Coast,Gold Coast,1,92,1,84.0,54.5,1607.5699615706296,1269.9979925017892
2015-05-16,640,2015,7,Adelaide Oval,St Kilda,Adelaide,0,-46,0,74.5,77.0,1277.8241487667408,1515.5712706202137
2015-05-17,641,2015,7,M.C.G.,Collingwood,Richmond,0,-5,0,69.5,78.5,1544.8944457341556,1496.104920451227
2015-05-17,642,2015,7,Gabba,Port Adelaide Power,Brisbane,0,-37,0,74.0,73.5,1519.5144942406566,1369.20220479702
