date,game_id,season,round,venue,team_1,team_2,home_team_1,margin,winner,supercoach_1,supercoach_2,elo_1,elo_2
2018-06-28,1283,2018,15,Docklands,Sydney,Richmond,0,-26,0,67.5,77.0,1700.5686158587475,1645.1934601386033
2018-06-29,1284,2018,15,Docklands,Western Bulldogs,Geelong,1,2,1,69.0,86.5,1410.4700330137546,1575.7151880299953
2018-06-30,1285,2018,15,M.C.G.,Carlton,Port Adelaide Power,1,-21,0,65.5,77.0,1262.9336814483324,1584.5865757676916
2018-06-30,1286,2018,15,Carrara,Collingwood,Gold Coast,0,39,1,75.5,65.5,1501.1504976767033,1261.2034565070694
2018-06-30,1287,2018,15,Adelaide Oval,Adelaide,West Coast,1,10,1,78.5,67.0,1562.8939096647289,1548.9948886969169
2018-06-30,1288,2018,15,Sydney Showground,GWS,Hawthorn,1,11,1,78.5,64.5,1577.526250973707,1552.1770384339286
2018-07-01,1289,2018,15,Perth Stadium,Brisbane,Fremantle,0,55,1,85.0,62.5,1190.3202109508777,1510.3011603731554
2018-07-01,1290,2018,15,M.C.G.,St Kilda,Melbourne,0,2,1,77.5,71.0,1378.6718370910949,1518.7393496921463
2018-07-01,1291,2018,15,Docklands,North Melbourne,Essendon,0,-17,0,72.0,78.5,1440.1300118696277,1433.4238338129173
2018-07-05,1292,2018,16,S.C.G.,Sydney,Geelong,1,-12,0,67.5,73.5,1708.1979183989265,1554.0743284330515
2018-07-06,1293,2018,16,M.C.G.,Richmond,Adelaide,1,47,1,86.0,69.0,1662.5641575984243,1562.2941605986668
2018-07-07,1294,2018,16,Adelaide Oval,St Kilda,Port Adelaide Power,0,-36,0,72.0,89.0,1399.4114098470006,1603.6571903769232
2018-07-07,1295,2018,16,Gabba,Carlton,Brisbane,0,-65,0,54.5,92.5,1218.8630668391008,1241.2156157683517
2018-07-07,1296,2018,16,Marrara Oval,Fremantle,Melbourne,0,-54,0,61.5,78.5,1314.4057555556815,1467.9997769362406
2018-07-07,1297,2018,16,Docklands,Hawthorn,Western Bulldogs,0,63,1,74.0,74.5,1538.2695140786054,1472.1108926106983
2018-07-08,1298,2018,16,Docklands,North Melbourne,Gold Coast,1,37,1,85.0,65.5,1464.8405188398947,1230.1791886340554
2018-07-08,1299,2018,16,M.C.G.,Collingwood,Essendon,0,16,1,72.0,68.5,1507.1747655497172,1448.7133268426503
2018-07-08,1300,2018,16,Perth Stadium,West Coast,GWS,1,11,1,62.5,71.0,1704.594637762979,1566.4337753290301
2018-07-12,1301,2018,17,Adelaide Oval,Adelaide,Geelong,1,15,1,73.5,68.5,1566.5068502254812,1575.3237303644303
2018-07-13,1302,2018,17,Docklands,St Kilda,Carlton,1,64,1,79.5,60.0,1432.3368026162523,1204.826774691031
2018-07-14,1303,2018,17,Carrara,Gold Coast,Essendon,1,-44,0,64.0,89.5,1249.0070943973817,1436.213756003133
2018-07-14,1304,2018,17,Sydney Showground,Richmond,GWS,0,-2,0,82.0,81.0,1633.35146797161,1582.102936385834
2018-07-14,1305,2018,17,M.C.G.,Melbourne,Western Bulldogs,1,50,1,67.0,68.0,1506.7692817446107,1419.9331605404348
2018-07-14,1306,2018,17,York Park,Brisbane,Hawthorn,0,33,1,70.0,68.0,1230.2519079164215,1675.447246148869
2018-07-15,1307,2018,17,M.C.G.,West Coast,Collingwood,0,35,1,81.0,67.5,1543.925476706175,1559.6743363892344
2018-07-15,1308,2018,17,Docklands,North Melbourne,Sydney,1,-6,0,72.0,78.5,1471.0126130765684,1661.9485164675477
2018-07-15,1309,2018,17,Perth Stadium,Fremantle,Port Adelaide Power,1,9,1,82.5,67.0,1475.6362507473114,1595.7317976076715
2018-07-20,1310,2018,18,Docklands,Richmond,St Kilda,0,54,1,70.0,68.5,1616.1547994755167,1438.7131500983794
2018-07-21,1311,2018,18,M.C.G.,North Melbourne,Collingwood,0,-66,0,60.0,85.5,1423.5154427902467,1543.9948687653373
2018-07-21,1312,2018,18,S.C.G.,Sydney,Gold Coast,1,-24,0,79.0,64.5,1694.4456867538695,1216.3885543037284
2018-07-21,1313,2018,18,Kardinia Park,Geelong,Melbourne,1,2,1,74.0,72.0,1729.9431567420056,1478.0964261243992
2018-07-21,1314,2018,18,Docklands,Fremantle,Essendon,0,-29,0,72.0,78.0,1325.6241027909962,1483.8322960967864
2018-07-21,1315,2018,18,Gabba,Brisbane,Adelaide,1,-5,0,71.0,81.5,1283.1046711179604,1566.887423847906
2018-07-22,1316,2018,18,Perth Stadium,West Coast,Western Bulldogs,1,54,1,88.5,57.0,1729.6049443300722,1408.6060161606463
2018-07-22,1317,2018,18,Docklands,Carlton,Hawthorn,1,-72,0,67.5,72.5,1238.4504272089039,1522.59448294733
2018-07-22,1318,2018,18,Adelaide Oval,GWS,Port Adelaide Power,0,22,1,76.0,72.5,1574.2996048819273,1590.7439455639867
2018-07-27,1319,2018,19,Docklands,Sydney,Essendon,0,-43,0,65.0,88.5,1641.2450392433168,1492.4378745107294
2018-07-28,1320,2018,19,Sydney Showground,St Kilda,GWS,0,-25,0,74.0,77.0,1390.770718124413,1615.009034466531
2018-07-28,1321,2018,19,Adelaide Oval,Adelaide,Melbourne,1,-13,0,78.5,77.0,1586.7876198184438,1472.3952077997192
2018-07-28,1322,2018,19,Carrara,Carlton,Gold Coast,0,35,1,83.0,62.0,1193.558752142107,1269.589201814281
2018-07-28,1323,2018,19,Kardinia Park,Brisbane,Geelong,0,-42,0,65.5,88.0,1253.2044751474225,1735.6443750666856
2018-07-28,1324,2018,19,M.C.G.,Richmond,Collingwood,1,28,1,75.5,68.5,1624.0972314494832,1513.992281298776
2018-07-29,1325,2018,19,Perth Stadium,Fremantle,Hawthorn,1,-59,0,64.5,82.5,1487.0185243770532,1527.4861580141269
2018-07-29,1326,2018,19,Eureka Stadium,Port Adelaide Power,Western Bulldogs,0,44,1,81.5,57.5,1560.034515979383,1414.5221386837136
2018-07-29,1327,2018,19,Bellerive Oval,West Coast,North Melbourne,0,-40,0,65.5,76.0,1563.6888218070048,1538.5180302568078
2018-08-03,1328,2018,20,M.C.G.,Richmond,Geelong,1,3,1,74.5,64.0,1634.496611226617,1567.4015248107899
2018-08-04,1329,2018,20,Gabba,Brisbane,North Melbourne,1,-3,0,81.5,64.5,1276.4473254033182,1429.6028434227612
2018-08-04,1330,2018,20,M.C.G.,Essendon,Hawthorn,0,-4,0,72.5,78.5,1473.4963869341364,1580.7468879774997
2018-08-04,1331,2018,20,Adelaide Oval,Port Adelaide Power,Adelaide,0,-3,0,69.0,83.5,1569.095499425931,1552.0199484883217
2018-08-04,1332,2018,20,Docklands,Western Bulldogs,St Kilda,0,35,1,72.0,66.0,1395.461155237166,1384.2992941539994
2018-08-04,1333,2018,20,S.C.G.,Sydney,Collingwood,1,2,1,70.0,73.5,1645.18652681991,1503.5929015216423
2018-08-05,1334,2018,20,Perth Stadium,Fremantle,West Coast,0,-58,0,65.5,84.5,1303.7577944136804,1547.6040086410515
2018-08-05,1335,2018,20,M.C.G.,Gold Coast,Melbourne,0,-96,0,54.5,92.5,1226.3581162465632,1532.1628791298413
2018-08-05,1336,2018,20,Docklands,Carlton,GWS,1,-105,0,55.0,81.0,1251.789837709825,1596.4804584369444
2018-08-10,1337,2018,21,Docklands,Essendon,St Kilda,1,43,1,78.0,65.0,1462.9850840036368,1369.781024713072
2018-08-11,1338,2018,21,Docklands,Collingwood,Brisbane,1,31,1,78.0,75.5,1534.3886203996633,1242.66214694774
2018-08-11,1339,2018,21,Carrara,Richmond,Gold Coast,0,74,1,77.5,66.0,1646.635363990184,1246.955734918006
2018-08-11,1340,2018,21,Manuka Oval,Adelaide,GWS,0,-14,0,65.5,72.0,1567.7565662867273,1625.106617353761
2018-08-11,1341,2018,21,Adelaide Oval,West Coast,Port Adelaide Power,0,4,1,76.0,78.0,1553.5209373397897,1568.3588816275253
2018-08-11,1342,2018,21,M.C.G.,Hawthorn,Geelong,1,11,1,83.0,63.0,1551.2581909079993,1555.2627720472228
2018-08-12,1343,2018,21,Perth Stadium,Fremantle,Carlton,1,29,1,79.0,70.5,1467.840865714942,1208.1636787930083
2018-08-12,1344,2018,21,M.C.G.,Melbourne,Sydney,1,-9,0,66.5,82.0,1536.5652604583984,1629.3908079418889
2018-08-12,1345,2018,21,Docklands,North Melbourne,Western Bulldogs,1,-7,0,75.0,76.0,1438.3880218783395,1409.9794246780934
2018-08-17,1346,2018,22,M.C.G.,Richmond,Essendon,1,8,1,80.5,78.0,1689.3672125732921,1474.0549689209618
2018-08-18,1347,2018,22,Docklands,Hawthorn,St Kilda,0,4,1,70.0,78.5,1566.4310749177694,1398.711139795747
2018-08-18,1348,2018,22,Carrara,Gold Coast,Brisbane,1,-4,0,74.0,83.5,1244.223886334898,1237.9465514354965
2018-08-18,1349,2018,22,M.C.G.,Port Adelaide Power,Collingwood,0,-51,0,69.0,72.5,1537.7186652586004,1539.1042159119067
2018-08-18,1350,2018,22,Sydney Showground,Sydney,GWS,0,20,1,75.0,75.5,1640.47591704398,1637.6528620796853
2018-08-18,1351,2018,22,Kardinia Park,Geelong,Fremantle,1,133,1,95.0,56.5,1710.0898880374527,1303.3368377280274
2018-08-19,1352,2018,22,Adelaide Oval,Adelaide,North Melbourne,1,9,1,82.0,69.0,1570.210321560803,1422.1642502129905
2018-08-19,1353,2018,22,Perth Stadium,West Coast,Melbourne,1,-17,0,70.0,76.5,1739.1611537087147,1485.4801513563073
2018-08-19,1354,2018,22,Docklands,Carlton,Western Bulldogs,1,-17,0,68.0,75.0,1202.667706779923,1426.2031963434424
2018-08-24,1355,2018,23,Adelaide Oval,Port Adelaide Power,Essendon,1,-22,0,61.5,86.0,1537.7784839717372,1467.3189484552076
2018-08-25,1356,2018,23,Docklands,Carlton,Adelaide,1,-104,0,57.0,88.5,1236.1757249712932,1564.1793319991828
2018-08-25,1357,2018,23,Kardinia Park,Geelong,Gold Coast,1,102,1,88.0,66.5,1712.7223002340963,1203.95290148787
2018-08-25,1358,2018,23,S.C.G.,Hawthorn,Sydney,0,9,1,79.0,72.0,1574.7045840353405,1680.3540386459924
2018-08-25,1359,2018,23,Perth Stadium,Fremantle,Collingwood,1,-9,0,69.5,75.0,1470.7044255313838,1514.04439719877
2018-08-25,1360,2018,23,M.C.G.,Richmond,Western Bulldogs,1,3,1,67.0,79.0,1696.1032330390462,1432.6951781520722
2018-08-26,1361,2018,23,Gabba,Brisbane,West Coast,1,-26,0,70.0,75.0,1278.2175362825246,1544.8137730468848
2018-08-26,1362,2018,23,M.C.G.,GWS,Melbourne,0,-45,0,69.5,76.5,1597.7747404776728,1549.8275320181372
2018-08-26,1363,2018,23,Docklands,North Melbourne,St Kilda,0,23,1,72.0,62.0,1413.1952397746109,1350.4376306781758
2019-03-21,1364,2019,1,M.C.G.,Carlton,Richmond,1,-33,0,76.0,74.5,1192.2320260925387,1661.5034492969785
2019-03-22,1365,2019,1,M.C.G.,Collingwood,Geelong,1,-7,0,78.0,87.0,1527.1829055695998,1544.244870326364
2019-03-23,1366,2019,1,Adelaide Oval,Adelaide,Hawthorn,1,-32,0,72.0,72.0,1583.1230308779373,1594.1302617508834
2019-03-23,1367,2019,1,Gabba,Brisbane,West Coast,1,44,1,85.0,64.5,1272.8981113673237,1550.1331979620857
2019-03-23,1368,2019,1,Docklands,Sydney,Western Bulldogs,0,-17,0,84.0,68.5,1635.9283609304496,1467.29496189414
2019-03-23,1369,2019,1,M.C.G.,Port Adelaide Power,Melbourne,0,26,1,74.5,64.5,1504.7775293922598,1566.8845374889747
2019-03-24,1370,2019,1,Sydney Showground,Essendon,GWS,0,-72,0,55.5,84.0,1485.319903034685,1605.7177350068353
2019-03-24,1371,2019,1,Docklands,St Kilda,Gold Coast,1,1,1,84.5,79.5,1378.1180063307668,1202.4303313956023
2019-03-24,1372,2019,1,Perth Stadium,North Melbourne,Fremantle,0,-82,0,72.0,74.5,1425.5148641220198,1457.565917160554
